vendor_id,vendor,product_id,product,version_id,full_cpe_str,version_title,assigner,assignerSourceName,cveNumber,cveId,cveYear,publishDate,updateDate,exploitExists,exploitExistenceChangeDate,isInCISAKEV,assignerId,nvdVulnStatus,summary,evaluatorComment,evaluatorSolution,evaluatorImpact,cisaExploitAdd,cisaActionDue,cisaVulnerabilityName,cisaRequiredAction,cisaShortDescription,cisaNotes,epssScore,epssScoreChangeDate,epssPercentile,configCount,configConditionCount,vendorCommentCount,referenceCount,metricCount,weaknessCount,maxCvssBaseScore,maxCvssBaseScorev2,maxCvssBaseScorev3,maxCvssBaseScorev4,maxCvssBaseScoreChangeDate,maxCvssExploitabilityScore,maxCvssImpactScore,isOverflow,isMemoryCorruption,isSqlInjection,isXss,isDirectoryTraversal,isFileInclusion,isCsrf,isXxe,isSsrf,isOpenRedirect,isInputValidation,isCodeExecution,isBypassSomething,isGainPrivilege,isDenialOfService,isInformationLeak,isUsedForRansomware,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021776,CVE-2023-21776,2023,2023-01-10 22:15:20,2024-05-29 03:15:32,no_data,no_data,no_data,22,Modified,Windows Kernel Information Disclosure Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00044,no_data,0.10620,1,no_data,no_data,2,1,1,5.5,no_data,5.5,no_data,2024-05-29 03:52:02,1.8,3.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021771,CVE-2023-21771,2023,2023-01-10 22:15:19,2024-05-29 03:15:31,no_data,no_data,no_data,22,Modified,Windows Local Session Manager (LSM) Elevation of Privilege Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00043,2024-06-06 23:56:46,0.09301,1,no_data,no_data,1,1,2,7.0,no_data,7.0,no_data,2024-05-29 03:52:01,1.0,5.9,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021767,CVE-2023-21767,2023,2023-01-10 22:15:19,2024-05-29 03:15:31,no_data,no_data,no_data,22,Modified,Windows Overlay Filter Elevation of Privilege Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00043,2024-06-06 23:56:46,0.09301,1,no_data,no_data,1,1,1,7.8,no_data,7.8,no_data,2024-05-29 03:52:00,1.8,5.9,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021766,CVE-2023-21766,2023,2023-01-10 22:15:19,2024-05-29 03:15:31,no_data,no_data,no_data,22,Modified,Windows Overlay Filter Information Disclosure Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00061,2024-12-09 23:44:46,0.27746,1,no_data,no_data,1,1,2,4.7,no_data,4.7,no_data,2024-05-29 03:52:00,1.0,3.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021765,CVE-2023-21765,2023,2023-01-10 22:15:19,2024-05-29 03:15:31,no_data,no_data,no_data,22,Modified,Windows Print Spooler Elevation of Privilege Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00043,2024-02-24 23:13:14,0.07343,1,no_data,no_data,1,1,1,7.8,no_data,7.8,no_data,2024-05-29 03:52:00,1.8,5.9,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021760,CVE-2023-21760,2023,2023-01-10 22:15:19,2024-05-29 03:15:30,no_data,no_data,no_data,22,Modified,Windows Print Spooler Elevation of Privilege Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00044,2024-05-29 23:44:52,0.12447,1,no_data,no_data,1,1,1,7.1,no_data,7.1,no_data,2024-05-29 03:51:59,1.8,5.2,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021759,CVE-2023-21759,2023,2023-01-10 22:15:19,2023-04-27 19:15:16,no_data,no_data,no_data,22,Modified,Windows Smart Card Resource Management Server Security Feature Bypass Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00044,2024-07-05 23:47:44,0.12782,1,no_data,no_data,1,1,no_data,3.3,no_data,3.3,no_data,no_data,1.8,1.4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021758,CVE-2023-21758,2023,2023-01-10 22:15:19,2024-05-29 03:15:30,no_data,no_data,no_data,22,Modified,Windows Internet Key Exchange (IKE) Extension Denial of Service Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00777,2024-12-09 23:44:46,0.82008,1,no_data,no_data,1,1,1,7.5,no_data,7.5,no_data,2024-05-29 03:51:59,3.9,3.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021757,CVE-2023-21757,2023,2023-01-10 22:15:19,2024-05-29 03:15:30,no_data,no_data,no_data,22,Modified,Windows Layer 2 Tunneling Protocol (L2TP) Denial of Service Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00585,2024-11-12 23:33:37,0.78669,1,no_data,no_data,1,1,1,7.5,no_data,7.5,no_data,2024-05-29 03:51:59,3.9,3.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data
26,Microsoft,32238,Windows 10,704813,cpe:2.3:o:microsoft:windows_10:22h2:*:*:*:*:*:x64:*,Microsoft Windows 10 22H2 on x64,secure@microsoft.com,Microsoft Corporation,202300021752,CVE-2023-21752,2023,2023-01-10 22:15:18,2024-05-29 03:15:29,no_data,no_data,no_data,22,Modified,Windows Backup Service Elevation of Privilege Vulnerability,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.00263,2024-08-02 23:03:07,0.66268,1,no_data,no_data,1,1,1,7.1,no_data,7.1,no_data,2024-05-29 03:51:58,1.8,5.2,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1,no_data,no_data,no_data,no_data
