"vendor_id"	"vendor"	"product_id"	"product"	"version_id"	"full_cpe_str"	"version_title"	"assigner"	"assignerSourceName"	"cveNumber"	"cveId"	"cveYear"	"publishDate"	"updateDate"	"exploitExists"	"exploitExistenceChangeDate"	"isInCISAKEV"	"assignerId"	"nvdVulnStatus"	"summary"	"evaluatorComment"	"evaluatorSolution"	"evaluatorImpact"	"cisaExploitAdd"	"cisaActionDue"	"cisaVulnerabilityName"	"cisaRequiredAction"	"cisaShortDescription"	"cisaNotes"	"epssScore"	"epssScoreChangeDate"	"epssPercentile"	"configCount"	"configConditionCount"	"vendorCommentCount"	"referenceCount"	"metricCount"	"weaknessCount"	"maxCvssBaseScore"	"maxCvssBaseScorev2"	"maxCvssBaseScorev3"	"maxCvssBaseScorev4"	"maxCvssBaseScoreChangeDate"	"maxCvssExploitabilityScore"	"maxCvssImpactScore"	"isOverflow"	"isMemoryCorruption"	"isSqlInjection"	"isXss"	"isDirectoryTraversal"	"isFileInclusion"	"isCsrf"	"isXxe"	"isSsrf"	"isOpenRedirect"	"isInputValidation"	"isCodeExecution"	"isBypassSomething"	"isGainPrivilege"	"isDenialOfService"	"isInformationLeak"	"isUsedForRansomware"	
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021776	CVE-2023-21776	2023	2023-01-10 22:15:20	2024-05-29 03:15:32				22	Modified	Windows Kernel Information Disclosure Vulnerability										0.00044		0.10620	1			2	1	1	5.5		5.5		2024-05-29 03:52:02	1.8	3.6																1		
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021771	CVE-2023-21771	2023	2023-01-10 22:15:19	2024-05-29 03:15:31				22	Modified	Windows Local Session Manager (LSM) Elevation of Privilege Vulnerability										0.00043	2024-06-06 23:56:46	0.09301	1			1	1	2	7.0		7.0		2024-05-29 03:52:01	1.0	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021767	CVE-2023-21767	2023	2023-01-10 22:15:19	2024-05-29 03:15:31				22	Modified	Windows Overlay Filter Elevation of Privilege Vulnerability										0.00043	2024-06-06 23:56:46	0.09301	1			1	1	1	7.8		7.8		2024-05-29 03:52:00	1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021766	CVE-2023-21766	2023	2023-01-10 22:15:19	2024-05-29 03:15:31				22	Modified	Windows Overlay Filter Information Disclosure Vulnerability										0.00061	2024-12-09 23:44:46	0.27746	1			1	1	2	4.7		4.7		2024-05-29 03:52:00	1.0	3.6																1		
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021765	CVE-2023-21765	2023	2023-01-10 22:15:19	2024-05-29 03:15:31				22	Modified	Windows Print Spooler Elevation of Privilege Vulnerability										0.00043	2024-02-24 23:13:14	0.07343	1			1	1	1	7.8		7.8		2024-05-29 03:52:00	1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021760	CVE-2023-21760	2023	2023-01-10 22:15:19	2024-05-29 03:15:30				22	Modified	Windows Print Spooler Elevation of Privilege Vulnerability										0.00044	2024-05-29 23:44:52	0.12447	1			1	1	1	7.1		7.1		2024-05-29 03:51:59	1.8	5.2														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021759	CVE-2023-21759	2023	2023-01-10 22:15:19	2023-04-27 19:15:16				22	Modified	Windows Smart Card Resource Management Server Security Feature Bypass Vulnerability										0.00044	2024-07-05 23:47:44	0.12782	1			1	1		3.3		3.3			1.8	1.4																		
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021758	CVE-2023-21758	2023	2023-01-10 22:15:19	2024-05-29 03:15:30				22	Modified	Windows Internet Key Exchange (IKE) Extension Denial of Service Vulnerability										0.00777	2024-12-09 23:44:46	0.82008	1			1	1	1	7.5		7.5		2024-05-29 03:51:59	3.9	3.6															1			
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021757	CVE-2023-21757	2023	2023-01-10 22:15:19	2024-05-29 03:15:30				22	Modified	Windows Layer 2 Tunneling Protocol (L2TP) Denial of Service Vulnerability										0.00585	2024-11-12 23:33:37	0.78669	1			1	1	1	7.5		7.5		2024-05-29 03:51:59	3.9	3.6															1			
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021752	CVE-2023-21752	2023	2023-01-10 22:15:18	2024-05-29 03:15:29				22	Modified	Windows Backup Service Elevation of Privilege Vulnerability										0.00263	2024-08-02 23:03:07	0.66268	1			1	1	1	7.1		7.1		2024-05-29 03:51:58	1.8	5.2														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021746	CVE-2023-21746	2023	2023-01-10 22:15:18	2023-04-27 19:15:15				22	Modified	Windows NTLM Elevation of Privilege Vulnerability										0.00043	2024-02-24 23:13:14	0.07435	1			1	1		7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202300021558	CVE-2023-21558	2023	2023-01-10 22:15:16	2024-05-29 03:15:17				22	Modified	Windows Error Reporting Service Elevation of Privilege Vulnerability										0.00043	2024-02-24 23:13:14	0.07343	1			1	1	1	7.8		7.8		2024-05-29 03:51:51	1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044707	CVE-2022-44707	2022	2022-12-13 19:15:15	2023-03-10 19:15:19				22	Modified	Windows Kernel Denial of Service Vulnerability										0.00208	2024-07-05 23:47:46	0.59049	1			1	1		6.5		6.5			2.8	3.6															1			
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044698	CVE-2022-44698	2022	2022-12-13 19:15:14	2023-03-10 19:15:18		2022-12-13 00:00:00	1	22	Modified	Windows SmartScreen Security Feature Bypass Vulnerability				2022-12-13	2023-01-03	Microsoft Defender SmartScreen Security Feature Bypass Vulnerability	Apply updates per vendor instructions.	Microsoft Defender SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.	https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44698;  https://nvd.nist.gov/vuln/detail/CVE-2022-44698	0.02303	2024-10-29 22:44:12	0.89964	1			1	1	1	5.4		5.4			2.8	2.5																	1	
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044697	CVE-2022-44697	2022	2022-12-13 19:15:14	2023-03-10 19:15:18				22	Modified	Windows Graphics Component Elevation of Privilege Vulnerability										0.00059	2024-07-05 23:47:43	0.25452	1			1	1		7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044689	CVE-2022-44689	2022	2022-12-13 19:15:14	2023-11-17 17:37:20				22	Analyzed	Windows Subsystem for Linux (WSL2) Kernel Elevation of Privilege Vulnerability										0.00043	2024-01-27 23:15:09	0.07326	1			1	2		7.8		7.8		2023-11-09 22:51:13	1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044683	CVE-2022-44683	2022	2022-12-13 19:15:14	2023-03-10 19:15:16				22	Modified	Windows Kernel Elevation of Privilege Vulnerability										0.00061	2024-01-27 23:15:09	0.23767	1			1	1	1	7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044682	CVE-2022-44682	2022	2022-12-13 19:15:14	2023-03-10 19:15:15				22	Modified	Windows Hyper-V Denial of Service Vulnerability										0.00043	2024-01-27 23:15:09	0.07326	1			1	1		6.8		6.8			2.3	4.0															1			
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044681	CVE-2022-44681	2022	2022-12-13 19:15:13	2023-03-10 19:15:15				22	Modified	Windows Print Spooler Elevation of Privilege Vulnerability										0.00043	2024-01-27 23:15:09	0.07326	1			1	1		7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044680	CVE-2022-44680	2022	2022-12-13 19:15:13	2023-03-10 19:15:15				22	Modified	Windows Graphics Component Elevation of Privilege Vulnerability										0.00043	2024-06-06 23:56:46	0.09301	1			1	1		7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044679	CVE-2022-44679	2022	2022-12-13 19:15:13	2023-03-10 19:15:15				22	Modified	Windows Graphics Component Information Disclosure Vulnerability										0.00078	2024-12-09 23:44:45	0.35164	1			1	1		6.5		6.5			2.0	4.0																1		
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044678	CVE-2022-44678	2022	2022-12-13 19:15:13	2023-03-10 19:15:14				22	Modified	Windows Print Spooler Elevation of Privilege Vulnerability										0.00043	2024-01-27 23:15:09	0.07326	1			1	1		7.8		7.8			1.8	5.9														1				
26	Microsoft	32238	Windows 10	677478	cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:x64:*	Microsoft Windows 10 21H2 on x64	secure@microsoft.com	Microsoft Corporation	202200044677	CVE-2022-44677	2022	2022-12-13 19:15:13	2023-03-10 19:15:14				22	Modified	Windows Projected File System Elevation of Privilege Vulnerability										0.00043	2024-01-27 23:15:09	0.07326	1			1	1		7.8		7.8			1.8	5.9														1				
